Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.431896209716797,6.446622696457914,6.382907969735801,6.414464784362005,493729600
2010-01-05,6.44301700592041,6.479382603086922,6.409055397550002,6.449629078593121,601904800
2010-01-06,6.3405327796936035,6.46856375161783,6.333920706507196,6.443017506482532,552160000
2010-01-07,6.328808784484863,6.371486295370647,6.2828260406838385,6.363972578442412,477131200
2010-01-08,6.370885848999023,6.371487347719221,6.283128429648899,6.320394866701701,447610800
2010-01-11,6.314685344696045,6.401541520525446,6.264795057785504,6.395530545893654,462229600
2010-01-12,6.242855548858643,6.304467241714201,6.203785414119402,6.287035012483797,594459600
2010-01-13,6.330914497375488,6.339329862823668,6.134060272108536,6.247364749292684,605892000
2010-01-14,6.294250011444092,6.32520613927155,6.281927910838414,6.314687331622819,432894000
2010-01-15,6.189057350158691,6.3594648411460835,6.187254058069943,6.3393280794883875,594067600
2010-01-19,6.4628520011901855,6.467360232264817,6.228430004309414,6.261188612985054,730007600
2010-01-20,6.363372802734375,6.4781792038703365,6.296351641840547,6.458944487018593,612152800
2010-01-21,6.253373622894287,6.410857943534868,6.227527235262426,6.373891654424182,608154400
2010-01-22,5.9432148933410645,6.2362430730554,5.925483321439905,6.2146043678042755,881767600
2010-01-25,6.103104114532471,6.152091958036158,6.016548076765952,6.0862737850019455,1065699600
2010-01-26,6.18936014175415,6.422881335405289,6.088378155789723,6.189660690544523,1867110000
2010-01-27,6.247663974761963,6.32880972200794,5.99671100864949,6.216707857698517,1722568400
2010-01-28,5.989499092102051,6.176135862114551,5.971767517537085,6.159005385078344,1173502400
2010-01-29,5.772205352783203,6.0769548622239915,5.717807250955677,6.043294215971215,1245952400
2010-02-01,5.852452278137207,5.890621170065594,5.749366455813066,5.781524372235652,749876400
2010-02-02,5.886413097381592,5.90023834012935,5.811879012379328,5.887916242425218,698342400
2010-02-03,5.987696647644043,6.016849480651491,5.843135881634904,5.865676640889437,615328000
2010-02-04,5.771905899047852,5.961847853396128,5.757479562120192,5.912558671426497,757652000
2010-02-05,5.874391555786133,5.8906211897059055,5.735841780049266,5.7893386596958125,850306800
2010-02-08,5.8341193199157715,5.9471232540675585,5.830512734540702,5.881304676039466,478270800
2010-02-09,5.896331787109375,5.93570247414295,5.853053564604186,5.903244007897426,632886800
2010-02-10,5.864173412322998,5.908654230809668,5.83832701959435,5.887314866012588,370361600
2010-02-11,5.970864772796631,6.003323634292874,5.832315018729002,5.856959613263805,550345600
2010-02-12,6.022257328033447,6.060125662403742,5.875592769841609,5.954033975665823,655468800
2010-02-16,6.113023281097412,6.121738795501044,6.056521307448189,6.069143956462695,543737600
2010-02-17,6.0874762535095215,6.140371229837668,6.036683914686757,6.136764644742558,436396800
2010-02-18,6.098896026611328,6.1277483047943075,6.038486932813643,6.059825091123259,422825200
2010-02-19,6.061028003692627,6.107011161432027,6.044197674401962,6.066738831398435,415469600
2010-02-22,6.023460388183594,6.0859733282901525,5.986494093423523,6.081164949256351,390563600
2010-02-23,5.922478199005127,6.050809709847602,5.881905320461514,6.010837527553492,575094800
2010-02-24,6.030672073364258,6.054114067462632,5.94591855088072,5.957639949196496,460566400
2010-02-25,6.070946216583252,6.096792607847772,5.917369409021465,5.932095897244279,665126000
2010-02-26,6.149686813354492,6.166216591014007,6.070945058257641,6.082365507885438,507460800
2010-03-01,6.28102445602417,6.296351638232682,6.174632215326019,6.1836482756722,550093600
2010-03-02,6.276817798614502,6.336324849906975,6.243457286467651,6.309275861919448,566546400
2010-03-03,6.291242599487305,6.307472232172387,6.249467927827662,6.27952200063702,372052800
2010-03-04,6.332716464996338,6.3390279877619315,6.270203538546531,6.289739605516185,366041200
2010-03-05,6.58036470413208,6.602905460135802,6.450530447121359,6.459847458793137,899620400
2010-03-08,6.58427095413208,6.614625171381135,6.559325811368354,6.612221182861728,429889600
2010-03-09,6.702683448791504,6.762190482997872,6.548505585711459,6.561128229139083,920259200
2010-03-10,6.757382392883301,6.776617510568571,6.708094008881357,6.727028176586155,596218000
2010-03-11,6.777217864990234,6.777217864990234,6.711700251132515,6.7294326254043755,405700400
2010-03-12,6.810278415679932,6.8442392177981946,6.78473217532668,6.833419463700351,416323600
2010-03-15,6.727328300476074,6.777217377488597,6.619433325356921,6.773611595683591,493502800
2010-03-16,6.745662689208984,6.761591372833132,6.6873578325998615,6.737548273644507,446908000
2010-03-17,6.735744953155518,6.805770810297791,6.710199110214925,6.759186954704131,450956800
2010-03-18,6.751672744750977,6.762191549054514,6.6903620075132215,6.7351421633025685,342109600
2010-03-19,6.679541110992432,6.769403154336663,6.648885548824011,6.755878865852502,559445600
2010-03-22,6.7546796798706055,6.792247877978546,6.6164304443057445,6.626048005745665,456419600
2010-03-23,6.863173961639404,6.8757970091452565,6.735142601680189,6.781426306668266,602431200
2010-03-24,6.893527984619141,6.918473125997129,6.837626727731931,6.841534262183864,597780400
2010-03-25,6.8117804527282715,6.9416150884831564,6.7997585042695015,6.940111943659173,542284400
2010-03-26,6.939513206481934,6.971069624469759,6.868885447232763,6.8809073983901,640875200
2010-03-29,6.9842915534973145,7.028771961236219,6.961150506006988,7.00262542656534,540744400
2010-03-30,7.088278293609619,7.13726732848774,7.040191306062119,7.110819043943348,527310000
2010-03-31,7.0627336502075195,7.111121598629096,7.046504819926213,7.077460940509778,430659600
2010-04-01,7.091886520385742,7.174835569886794,6.9951122280344835,7.135164738948646,603145200
2010-04-05,7.167623519897461,7.168224617439328,7.055821784710631,7.062133710166944,684507600
2010-04-06,7.199181079864502,7.220218692290779,7.12284329350607,7.158908345189311,447017200
2010-04-07,7.231034278869629,7.270705893098398,7.172728650707298,7.19947707589381,628502000
2010-04-08,7.2115020751953125,7.259288120919439,7.1540984698185275,7.226228562146772,572989200
2010-04-09,7.266800403594971,7.269806693091786,7.2268286307792025,7.255981453059316,334182800
2010-04-12,7.281829357147217,7.305271357819089,7.267403016713202,7.279124017049138,333026400
2010-04-13,7.286036968231201,7.29715767469817,7.2463653305909,7.268906891047291,306210800
2010-04-14,7.384012699127197,7.387619283831039,7.335325410691967,7.37169060265573,404076400
2010-04-15,7.481087684631348,7.484393319234319,7.378602579006526,7.386716993056209,376784800
2010-04-16,7.435404300689697,7.5478071008390994,7.349749932133752,7.470567292896938,750545600
2010-04-19,7.425487995147705,7.450132189333422,7.266200372828594,7.4242858001858,566924400
2010-04-20,7.350953578948975,7.491006083142144,7.30196533760902,7.469667523642324,738326400
2010-04-21,7.790645122528076,7.821601236898575,7.685755634129575,7.778022077316826,982391200
2010-04-22,8.008538246154785,8.016953610192024,7.699881536750428,7.761192672202737,793424800
2010-04-23,8.139575004577637,8.180147881017373,8.024467645060442,8.054220766769573,796955600
2010-04-26,8.099603652954102,8.188563677832498,8.060232166873854,8.171132652380226,479068800
2010-04-27,7.875400543212891,8.049714842470486,7.829718728603002,8.032583961358391,709343600
2010-04-28,7.862174987792969,7.934304275195362,7.706193808750317,7.911764324307108,758402400
2010-04-29,8.073756217956543,8.11462923874178,7.874496830861994,7.904851047731424,558840800
2010-04-30,7.8468475341796875,8.13176051137049,7.844142996838848,8.093892173398718,542463600
2010-05-03,8.004931449890137,8.050915000896731,7.900643054662451,7.929495730598593,454342000
2010-05-04,7.774417400360107,7.91296757411419,7.716413494229755,7.900946425877894,723819600
2010-05-05,7.693573951721191,7.758190751482941,7.475380299080423,7.604613898603922,883103200
2010-05-06,7.400845050811768,7.76149477242292,5.988297432089755,7.628655416831916,1285860800
2010-05-07,7.08858060836792,7.410461530103634,6.768503781845047,7.324506986653353,1676018400
2010-05-10,7.633460998535156,7.653297212529215,7.4693654227050255,7.521058996035096,984306400
2010-05-11,7.709498882293701,7.810780977243619,7.52857259200037,7.56884450951962,848906800
2010-05-12,7.876901626586914,7.908157892492411,7.775018414292396,7.791246440915115,654379600
2010-05-13,7.764801025390625,7.964360602813699,7.705894266245959,7.910863721782331,599712400
2010-05-14,7.628354549407959,7.70829892367494,7.498520680322861,7.668627285335938,759362800
2010-05-17,7.640373706817627,7.6992804464595075,7.444720927097291,7.654800043676832,762834800
2010-05-18,7.584475994110107,7.7705112830722465,7.521361550103643,7.723326326364042,782678400
2010-05-19,7.463657855987549,7.601305994343335,7.358769135110398,7.498520713770239,1025726800
2010-05-20,7.145683765411377,7.328713529974172,7.0990991130378145,7.269505830807773,1282915200
2010-05-21,7.282730579376221,7.348248596355744,6.9530354496037585,6.9972149083761925,1223891200
2010-05-24,7.416172504425049,7.540597307620182,7.401145866041241,7.431801042979113,754238800
2010-05-25,7.36988639831543,7.416169291220812,7.127649773416248,7.1934679297833855,1048006400
2010-05-26,7.33652400970459,7.5775591804381515,7.325704259712648,7.515947919005768,850654000
2010-05-27,7.614227294921875,7.630456925854554,7.486797847361458,7.5315784029868595,666282400
2010-05-28,7.720321178436279,7.796057872552684,7.614229456151998,7.795757725013164,815614800
2010-06-01,7.83903169631958,7.9926084573057325,7.7828302980917945,7.804769950023127,876472800
2010-06-02,7.932804107666016,7.958349550265208,7.824007053949681,7.950535281954808,688548000
2010-06-03,7.9078593254089355,7.980890676273175,7.826411805749701,7.969769969589448,650106800
2010-06-04,7.692668914794922,7.871190030745927,7.652697140744601,7.760290367230925,758304400
2010-06-07,7.541797161102295,7.788541645347556,7.530075359559685,7.762695257528763,886942000
2010-06-08,7.493410587310791,7.627753068697829,7.382811055731011,7.610922338822628,1000770400
2010-06-09,7.309176921844482,7.570649485206923,7.287839167164039,7.5577254893676775,854630000
